prod_smiles,reac_smiles,corrected_template_default_id,dataset,ec_num
O=Cc1c(F)c(F)c(F)c(F)c1F,OCc1c(F)c(F)c(F)c(F)c1F,2682,train,['1.1.1.1']
OCc1c(F)c(F)c(F)c(F)c1F,O=Cc1c(F)c(F)c(F)c(F)c1F,2740,train,['1.1.1.1']
NCCCCC=O,NCCCCCO,845,train,['1.1.1.1']
NCCCCCO,NCCCCC=O,828,train,['1.1.1.1']
NCCCCCC=O,NCCCCCCO,845,train,['1.1.1.1']
NCCCCCCO,NCCCCCC=O,828,train,['1.1.1.1']
COC(=O)CCCCCCCCCCC=O,COC(=O)CCCCCCCCCCCO,845,train,['1.1.1.1']
COC(=O)CCCCCCCCCCCO,COC(=O)CCCCCCCCCCC=O,828,train,['1.1.1.1']
O=C1CCCC1,OC1CCCC1,648,train,"['1.1.1.163', '1.1.1.245', '1.1.1.1']"
OC1CCCC1,O=C1CCCC1,850,train,"['1.1.1.245', '1.1.1.1']"
OC(c1ccccc1)C(F)(F)F,O=C(c1ccccc1)C(F)(F)F,879,train,"['1.1.1.71', '1.1.1.1']"
O=C(c1ccccc1)C(F)(F)F,OC(c1ccccc1)C(F)(F)F,697,test,"['1.1.1.71', '1.1.1.1']"
CC1CCCC(=O)C1,CC1CCCC(O)C1,648,train,"['1.1.1.243', '1.1.1.71', '1.1.1.206', '1.1.1.236', '1.1.1.245', '1.1.1.1']"
CC1CCCC(O)C1,CC1CCCC(=O)C1,850,train,"['1.1.1.71', '1.1.1.206', '1.1.1.236', '1.1.1.245', '1.1.1.1']"
O=C1CCCCCC1,OC1CCCCCC1,648,train,"['1.1.1.245', '1.1.1.1']"
OC1CCCCCC1,O=C1CCCCCC1,850,train,"['1.1.1.245', '1.1.1.1']"
O[C@H]1CCc2ccccc21,O=C1CCc2ccccc21,795,test,"['1.1.1.239', '1.1.1.1', '1.1.1.51']"
CCOC(=O)[C@H](O)c1ccccc1,CCOC(=O)C(=O)c1ccccc1,795,val,"['1.1.1.1', '1.1.1.168']"
OC1CCCC2CCCCC12,O=C1CCCC2CCCCC12,850,train,['1.1.1.1']
O=C1CCCC2CCCCC12,OC1CCCC2CCCCC12,648,train,['1.1.1.1']
CC(O)c1c(F)c(F)c(F)c(F)c1F,CC(=O)c1c(F)c(F)c(F)c(F)c1F,1843,train,['1.1.1.1']
CC(=O)c1c(F)c(F)c(F)c(F)c1F,CC(O)c1c(F)c(F)c(F)c(F)c1F,1740,train,['1.1.1.1']
O=C(c1ccccc1Cl)C(O)c1ccccc1Cl,O=C(C(=O)c1ccccc1Cl)c1ccccc1Cl,879,train,['1.1.1.1']
O=C(C(=O)c1ccccc1Cl)c1ccccc1Cl,O=C(c1ccccc1Cl)C(O)c1ccccc1Cl,697,val,['1.1.1.1']
CC1CCCCC1O,CC1CCCCC1=O,850,train,"['1.1.1.198', '1.1.1.245', '1.1.1.1', '1.1.1.236']"
CC1CCCCC1=O,CC1CCCCC1O,648,test,"['1.1.1.243', '1.1.1.236', '1.1.1.163', '1.1.1.198', '1.1.1.245', '1.1.1.1']"
O=C1CCCc2ccccc21,OC1CCCc2ccccc21,697,train,"['1.1.1.112', '1.1.1.1']"
OC1CCCc2ccccc21,O=C1CCCc2ccccc21,879,train,"['1.1.1.112', '1.1.1.1']"
O=C(c1ccccc1)[C@H](O)c1ccccc1,O=C(C(=O)c1ccccc1)c1ccccc1,795,train,"['1.1.1.423', '1.1.1.1']"
CCOC(=O)C(C)O,CCOC(=O)C(C)=O,858,train,"['1.1.1.162', '1.1.1.185', '1.1.1.184', '1.1.1.27', '1.3.1.20', '1.1.1.1']"
CCOC(=O)C(C)=O,CCOC(=O)C(C)O,650,train,"['1.1.1.184', '1.3.1.20', '1.1.1.1', '1.1.1.27']"
O[C@@H]1CCc2ccccc21,O=C1CCc2ccccc21,756,train,['1.1.1.1']
O[C@@H]1CCCc2ccccc21,O=C1CCCc2ccccc21,756,train,"['1.1.1.239', '1.1.1.1', '1.1.1.51']"
COC(=O)[C@@H](O)c1ccccc1,COC(=O)C(=O)c1ccccc1,756,train,"['1.1.1.422', '1.1.1.423', '1.1.1.1']"
COC(=O)[C@H](O)c1ccccc1Cl,COC(=O)C(=O)c1ccccc1Cl,795,train,['1.1.1.1']
COCC=O,COCCO,845,train,"['1.1.3.13', '1.1.1.1']"
COCCO,COCC=O,828,train,['1.1.1.1']
CC(=O)C1CCCCC1O,CC(=O)C1CCCCC1=O,850,train,['1.1.1.1']
CC(=O)C1CCCCC1=O,CC(=O)C1CCCCC1O,648,train,['1.1.1.1']
CC(=O)C1CCCC1O,CC(=O)C1CCCC1=O,850,train,['1.1.1.1']
CC(=O)C1CCCC1=O,CC(=O)C1CCCC1O,648,train,['1.1.1.1']
C[C@@H](O)c1ccccn1,CC(=O)c1ccccn1,1787,train,['1.1.1.1']
OC(CCl)c1ccccc1,O=C(CCl)c1ccccc1,879,train,"['1.1.1.71', '1.1.1.73', '1.1.1.1']"
O=C(CCl)c1ccccc1,OC(CCl)c1ccccc1,697,train,"['1.1.1.71', '1.1.1.73', '1.1.1.1']"
O=[N+]([O-])c1ccccc1CO,O=Cc1ccccc1[N+](=O)[O-],2740,train,"['1.1.1.112', '1.1.1.1']"
O=Cc1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1CO,2682,val,"['1.1.1.112', '1.1.1.1']"
CCCC(O)C(=O)O,CCCC(=O)C(=O)O,850,train,"['1.1.1.28', '1.1.1.27', '1.1.1.345', '1.1.1.337', '1.1.1.1']"
CCCC(=O)C(=O)O,CCCC(O)C(=O)O,648,train,"['1.1.1.28', '1.1.1.27', '1.1.3.2', '1.1.99.2', '1.1.3.15', '1.1.1.345', '1.1.1.337', '1.1.1.1']"
C[C@@H](O)c1cccnc1,CC(=O)c1cccnc1,1787,train,['1.1.1.1']
OCc1cccc(Cl)c1,O=Cc1cccc(Cl)c1,2740,train,"['1.1.1.90', '1.1.1.1']"
O=Cc1cccc(Cl)c1,OCc1cccc(Cl)c1,2682,train,"['1.1.1.90', '1.1.1.1']"
CC(C)C(C)O,CC(=O)C(C)C,858,train,['1.1.1.1']
CC(=O)C(C)C,CC(C)C(C)O,650,val,['1.1.1.1']
CC(O)c1cccc([N+](=O)[O-])c1,CC(=O)c1cccc([N+](=O)[O-])c1,1843,train,"['1.1.1.184', '1.1.1.1']"
CC(=O)c1cccc([N+](=O)[O-])c1,CC(O)c1cccc([N+](=O)[O-])c1,1740,train,"['1.1.1.184', '1.1.1.1']"
C[C@@H](O)c1ccncc1,CC(=O)c1ccncc1,1787,train,['1.1.1.1']
OCc1ccc(Cl)cc1,O=Cc1ccc(Cl)cc1,2740,train,"['1.1.1.90', '1.1.1.1']"
O=Cc1ccc(Cl)cc1,OCc1ccc(Cl)cc1,2682,train,"['1.1.1.90', '1.1.1.1']"
CC(C)CC(C)O,CC(=O)CC(C)C,858,train,"['1.1.1.71', '1.1.1.1']"
CC(=O)CC(C)C,CC(C)CC(C)O,650,val,"['1.1.1.71', '1.1.1.1']"
CC(O)c1cc2ccoc2c(Cl)n1,CC(=O)c1cc2ccoc2c(Cl)n1,1843,train,['1.1.1.1']
CC(=O)c1cc2ccoc2c(Cl)n1,CC(O)c1cc2ccoc2c(Cl)n1,1740,train,['1.1.1.1']
CC(O)c1cc2ccoc2cn1,CC(=O)c1cc2ccoc2cn1,1843,train,['1.1.1.1']
CC(=O)c1cc2ccoc2cn1,CC(O)c1cc2ccoc2cn1,1740,train,['1.1.1.1']
CC(O)C(C)O,CC(=O)C(C)O,858,train,"['1.1.1.81', '1.1.1.162', '1.1.1.71', '1.1.1.6', '1.1.1.184', '1.1.1.156', '1.1.1.112', '1.1.1.2', '1.1.1.4', '1.1.1.1']"
CC(=O)C(C)O,CC(O)C(C)O,650,train,"['1.1.1.81', '1.1.1.162', '1.1.1.71', '1.1.1.6', '1.1.1.184', '1.1.1.156', '1.1.1.2', '1.1.1.4', '1.1.1.1']"
CC(O)CC(C)O,CC(=O)CC(C)=O,1834,train,['1.1.1.1']
CC(=O)CC(C)=O,CC(O)CC(C)O,1736,train,"['1.1.3.18', '1.1.1.1', '1.1.3.30']"
CC(O)CC(C)O,CC(=O)CC(C)O,858,test,['1.1.1.1']
CC(=O)CC(C)O,CC(O)CC(C)O,650,train,['1.1.1.1']
C[C@@H](O)c1cnccn1,CC(=O)c1cnccn1,1787,train,['1.1.1.1']
CC(O)CCl,CC(=O)CCl,858,train,['1.1.1.1']
CC(=O)CCl,CC(O)CCl,650,train,['1.1.1.1']
CC(O)C(C)O,CC(=O)C(C)=O,1841,train,"['1.1.1.4', '1.1.1.112', '1.1.1.1']"
CC(=O)C(C)=O,CC(O)C(C)O,1738,train,"['1.1.1.4', '1.1.1.112', '1.1.1.1']"
CC(=O)C(C)O,CC(=O)C(C)=O,858,train,"['1.1.1.81', '1.1.1.162', '1.1.1.185', '1.1.1.184', '1.1.1.112', '1.1.1.2', '1.1.1.4', '1.1.1.292', '1.1.1.10', '1.1.1.153', '1.1.1.76', '1.1.1.1']"
CC(=O)C(C)=O,CC(=O)C(C)O,650,train,"['1.1.1.81', '1.1.1.71', '1.1.1.184', '1.1.1.112', '1.1.1.103', '1.1.1.4', '1.1.1.292', '1.1.1.254', '1.1.1.10', '1.1.1.1']"
CCOC(=O)CC(O)CCl,CCOC(=O)CC(=O)CCl,850,train,"['1.1.1.184', '1.1.1.1', '1.1.1.2']"
CCOC(=O)CC(=O)CCl,CCOC(=O)CC(O)CCl,648,train,"['1.1.1.184', '1.1.1.1', '1.1.1.2']"
CCOC(=O)CC(C)O,CCOC(=O)CC(C)=O,858,train,"['1.1.1.184', '1.1.1.73', '1.1.1.100', '1.1.1.1']"
CCOC(=O)CC(C)=O,CCOC(=O)CC(C)O,650,val,"['1.1.1.184', '1.1.1.73', '1.1.1.100', '1.1.1.1']"
COC(=O)CC(C)O,COC(=O)CC(C)=O,858,train,['1.1.1.1']
COC(=O)CC(C)=O,COC(=O)CC(C)O,650,train,['1.1.1.1']
COC(=O)C(C)O,COC(=O)C(C)=O,858,val,"['1.1.1.162', '1.1.1.184', '1.1.1.27', '1.3.1.20', '1.1.1.1']"
COC(=O)C(C)=O,COC(=O)C(C)O,650,train,"['1.1.1.184', '1.3.1.20', '1.1.1.1', '1.1.1.27']"
CCCCCCCC[C@H](C)O,CCCCCCCCC(C)=O,779,test,['1.1.1.1']
CCCC[C@H](C)O,CCCCC(C)=O,779,train,"['1.1.1.219', '1.1.1.1']"
CCCCCCC[C@H](C)O,CCCCCCCC(C)=O,779,train,['1.1.1.1']
CCCCCC[C@H](C)O,CCCCCCC(C)=O,779,train,"['1.1.1.73', '1.1.1.1']"
COc1ccc(C[C@H](C)O)cc1,COc1ccc(CC(C)=O)cc1,779,train,['1.1.1.1']
O=C(CO)CO,OCC(O)CO,648,test,"['1.1.1.21', '1.1.99.22', '1.1.1.6', '1.1.1.287', '1.1.1.156', '1.1.1.9', '1.1.1.11', '1.1.1.14', '1.1.1.202', '1.1.1.1']"
OC[C@@H](O)C(O)[C@H](O)CO,O=C[C@@H](O)[C@H](O)[C@H](O)CO,828,train,['1.1.1.1']
O=P(O)(O)OCC(O)CO,O=C(CO)COP(=O)(O)O,850,val,"['1.1.1.1', '1.1.1.261']"
CC(O)C=O,CC(=O)C=O,858,train,"['1.1.1.78', '1.1.1.6', '1.1.1.283', '1.1.1.71', '1.1.1.156', '1.1.1.2', '1.1.1.245', '1.1.1.1']"
CC(=O)C=O,CC(O)C=O,650,train,"['1.1.1.6', '1.1.1.283', '1.1.1.71', '1.1.1.156', '1.1.1.2', '1.1.3.18', '1.1.1.245', '1.1.1.1']"
O[C@H](c1ccccc1)C(F)(F)F,O=C(c1ccccc1)C(F)(F)F,795,train,"['1.1.1.184', '1.1.1.1']"
CC(=O)c1cccc(Br)c1,CC(O)c1cccc(Br)c1,1740,train,"['1.1.1.71', '1.1.1.184', '1.1.1.1']"
CC(O)c1cccc(Br)c1,CC(=O)c1cccc(Br)c1,1843,train,"['1.1.1.71', '1.1.1.184', '1.1.1.1']"
CC(=O)c1cccc(Cl)c1,CC(O)c1cccc(Cl)c1,1740,val,"['1.1.1.71', '1.1.1.1']"
CC(O)c1cccc(Cl)c1,CC(=O)c1cccc(Cl)c1,1843,train,"['1.1.1.71', '1.1.1.1']"
CC(=O)c1ccc(Br)cc1,CC(O)c1ccc(Br)cc1,1740,train,"['1.1.1.71', '1.1.1.184', '1.1.1.50', '1.1.1.311', '1.1.1.1', '1.1.1.213']"
CC(O)c1ccc(Br)cc1,CC(=O)c1ccc(Br)cc1,1843,train,"['1.1.1.71', '1.1.1.184', '1.1.1.50', '1.1.1.311', '1.1.1.1', '1.1.1.213']"
CC(=O)c1ccc(Cl)cc1,CC(O)c1ccc(Cl)cc1,1740,train,"['1.1.1.184', '1.1.1.311', '1.1.1.1']"
CC(O)c1ccc(Cl)cc1,CC(=O)c1ccc(Cl)cc1,1843,train,"['1.1.1.184', '1.1.1.311', '1.1.1.1']"
CCOC(=O)[C@@H](C)O,CCOC(=O)C(C)=O,736,train,"['1.1.1.1', '1.1.1.168']"
CC/C=C(\C)CO,CC/C=C(\C)C=O,828,train,['1.1.1.1']
CC/C=C(\C)C=O,CC/C=C(\C)CO,845,train,['1.1.1.1']
CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,828,train,"['1.1.1.21', '1.1.1.71', '1.1.1.90', '1.1.1.51', '1.1.1.183', '1.1.1.239', '1.1.1.198', '1.1.1.1']"
CC(C)=CCC/C(C)=C/C=O,CC(C)=CCC/C(C)=C/CO,845,train,"['1.1.1.21', '1.1.3.20', '1.1.1.216', '1.1.1.71', '1.1.1.347', '1.1.1.90', '1.1.1.354', '1.1.1.183', '1.1.1.51', '1.1.1.198', '1.1.1.239', '1.1.1.1']"
CCCCCCC/C=C/CO,CCCCCCC/C=C/C=O,828,train,"['1.1.1.1', '1.1.1.2']"
CCCCCCC/C=C/C=O,CCCCCCC/C=C/CO,845,train,"['1.1.1.1', '1.1.1.2']"
CCC/C=C/CO,CCC/C=C/C=O,828,test,"['1.1.1.219', '1.1.1.265', '1.1.1.71', '1.1.1.2', '1.1.1.183', '1.1.1.1']"
CCC/C=C/C=O,CCC/C=C/CO,845,train,"['1.1.1.219', '1.1.1.265', '1.1.3.20', '1.1.3.7', '1.1.1.71', '1.1.1.2', '1.1.1.183', '1.1.1.1']"
CCCCC/C=C/CO,CCCCC/C=C/C=O,828,train,"['1.1.1.71', '1.1.1.1', '1.1.1.91']"
CCCCC/C=C/C=O,CCCCC/C=C/CO,845,train,"['1.1.1.71', '1.1.1.1', '1.1.1.91']"
O[C@@H](CCl)c1ccc(Cl)cc1Cl,O=C(CCl)c1ccc(Cl)cc1Cl,795,train,['1.1.1.1']
O[C@@H](CCl)c1ccc(F)cc1F,O=C(CCl)c1ccc(F)cc1F,795,train,['1.1.1.1']
O[C@@H](CCl)c1ccc(F)cc1,O=C(CCl)c1ccc(F)cc1,795,test,['1.1.1.1']
CC(=O)Nc1ccc([C@@H](O)CCl)cc1[N+](=O)[O-],CC(=O)Nc1ccc(C(=O)CCl)cc1[N+](=O)[O-],795,train,['1.1.1.1']
CCOC(=O)[C@H](O)c1ccc(Cl)cc1Cl,CCOC(=O)C(=O)c1ccc(Cl)cc1Cl,795,train,['1.1.1.1']
CCOC(=O)[C@H](O)c1cc(F)cc(F)c1,CCOC(=O)C(=O)c1cc(F)cc(F)c1,795,train,"['1.1.1.159', '1.1.1.1']"
CCOC(=O)[C@H](O)c1ccc(Br)cc1,CCOC(=O)C(=O)c1ccc(Br)cc1,795,train,['1.1.1.1']
CCOC(=O)[C@H](O)c1ccc(Cl)cc1,CCOC(=O)C(=O)c1ccc(Cl)cc1,795,train,['1.1.1.1']
CCOC(=O)[C@H](O)c1ccc(C#N)cc1,CCOC(=O)C(=O)c1ccc(C#N)cc1,795,train,['1.1.1.1']
CCOC(=O)[C@H](O)c1ccc(F)cc1,CCOC(=O)C(=O)c1ccc(F)cc1,795,train,['1.1.1.1']
CCOC(=O)[C@H](O)c1ccc(C)cc1,CCOC(=O)C(=O)c1ccc(C)cc1,795,train,['1.1.1.1']
CCOC(=O)[C@H](O)C(C)(C)C,CCOC(=O)C(=O)C(C)(C)C,773,train,"['1.1.1.184', '1.1.1.159', '1.1.1.1']"
CCOC(=O)[C@@H](O)C(C)(C)C,CCOC(=O)C(=O)C(C)(C)C,726,train,"['1.1.1.184', '1.1.1.1']"
CCOC(=O)[C@H](O)C(C)C,CCOC(=O)C(=O)C(C)C,773,train,"['1.1.1.184', '1.1.1.159', '1.1.1.1']"
CCOC(=O)[C@@H](O)C(C)C,CCOC(=O)C(=O)C(C)C,726,train,['1.1.1.1']
CCOC(=O)C[C@H](O)c1ccccc1,CCOC(=O)CC(=O)c1ccccc1,795,train,['1.1.1.1']
CCC[C@@H](O)CC(=O)OCC,CCCC(=O)CC(=O)OCC,726,val,"['1.1.1.279', '1.1.1.1']"
CCOC(=O)C[C@@H](O)CC,CCOC(=O)CC(=O)CC,726,train,"['1.1.1.184', '1.1.1.283', '1.1.1.1']"
CCOC(=O)C[C@@H](O)CCl,CCOC(=O)CC(=O)CCl,726,train,"['1.1.1.184', '1.1.1.73', '1.1.1.1', '1.1.1.2']"
CCOC(=O)C[C@H](O)C(C)C,CCOC(=O)CC(=O)C(C)C,773,test,['1.1.1.1']
O=C[C@@H](O)C(O)[C@H](O)CO,OC[C@@H](O)C(O)[C@H](O)CO,845,train,"['1.1.1.255', '1.1.1.1']"
OC[C@@H](O)C(O)[C@H](O)CO,O=C[C@@H](O)C(O)[C@H](O)CO,828,train,"['1.1.1.255', '1.1.1.1']"
O=C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,845,train,['1.1.1.1']
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,828,train,['1.1.1.1']
O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,845,train,"['1.1.1.255', '1.1.1.1']"
OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,828,train,"['1.1.1.255', '1.1.1.1']"
CC(O)c1ccc(F)cc1,CC(=O)c1ccc(F)cc1,1843,train,"['1.1.1.71', '1.1.1.184', '1.1.1.311', '1.1.1.1']"
CC(=O)c1ccc(F)cc1,CC(O)c1ccc(F)cc1,1740,val,"['1.1.1.71', '1.1.1.184', '1.1.1.311', '1.1.1.1']"
COC(=O)CC(O)CCl,COC(=O)CC(=O)CCl,850,train,"['1.1.1.184', '1.1.1.1']"
COC(=O)CC(=O)CCl,COC(=O)CC(O)CCl,648,test,"['1.1.1.184', '1.1.1.1']"
CCOC(=O)C[C@H](O)CCl,CCOC(=O)CC(=O)CCl,773,train,"['1.1.1.184', '1.1.1.73', '1.1.1.1', '1.1.1.2']"
C[C@@H](O)c1ccccc1,CC(=O)c1ccccc1,1787,train,"['1.1.1.184', '1.1.1.1', '1.1.1.91', '1.1.1.2']"
OC1CCCCC1,O=C1CCCCC1,850,test,"['1.1.1.71', '1.1.1.357', '1.1.1.112', '1.1.1.76', '1.1.1.245', '1.1.1.1']"
O=C1CCCCC1,OC1CCCCC1,648,test,"['1.1.1.243', '1.1.1.71', '1.1.1.357', '1.1.1.112', '1.1.1.163', '1.1.1.76', '1.1.1.245', '1.1.1.1']"
CC(O)c1ccc[nH]1,CC(=O)c1ccc[nH]1,1843,train,['1.1.1.1']
CC(=O)c1ccc[nH]1,CC(O)c1ccc[nH]1,1740,train,['1.1.1.1']
CCC(O)C(=O)O,CCC(=O)C(=O)O,850,train,"['1.1.1.184', '1.1.1.28', '1.1.1.50', '1.1.1.345', '1.1.1.1']"
CC(O)c1cccnc1,CC(=O)c1cccnc1,1843,train,"['1.1.1.1', '1.1.1.213']"
CC(=O)c1cccnc1,CC(O)c1cccnc1,1740,train,"['1.1.1.1', '1.1.1.213']"
CC(O)c1ccncc1,CC(=O)c1ccncc1,1843,train,"['1.1.1.1', '1.1.1.213']"
CC(=O)c1ccncc1,CC(O)c1ccncc1,1740,val,"['1.1.1.1', '1.1.1.213']"
O=C(OCc1ccccc1)N1CC[C@H](O)C1,O=C1CCN(C(=O)OCc2ccccc2)C1,726,train,['1.1.1.1']
OC(CCl)c1cccc(Cl)c1,O=C(CCl)c1cccc(Cl)c1,879,train,"['1.1.1.73', '1.1.1.1']"
O=C(CCl)c1cccc(Cl)c1,OC(CCl)c1cccc(Cl)c1,697,train,"['1.1.1.73', '1.1.1.1']"
OC1CCCN(Cc2ccccc2)C1,O=C1CCCN(Cc2ccccc2)C1,850,train,['1.1.1.1']
O=C1CCCN(Cc2ccccc2)C1,OC1CCCN(Cc2ccccc2)C1,648,train,['1.1.1.1']
O[C@@H]1CCN(Cc2ccccc2)C1,O=C1CCN(Cc2ccccc2)C1,773,train,['1.1.1.1']
OC1CCN(Cc2ccccc2)CC1,O=C1CCN(Cc2ccccc2)CC1,850,train,['1.1.1.1']
O=C1CCN(Cc2ccccc2)CC1,OC1CCN(Cc2ccccc2)CC1,648,train,['1.1.1.1']
CC(C)(C)OC(=O)N1CC[C@H](O)C1,CC(C)(C)OC(=O)N1CCC(=O)C1,773,val,['1.1.1.1']
O=C(OCc1ccc([N+](=O)[O-])cc1)N1CC[C@H](O)C1,O=C1CCN(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1,726,train,['1.1.1.1']
CCC(O)c1ccccc1,CCC(=O)c1ccccc1,879,test,"['1.1.1.72', '1.1.1.71', '1.1.1.184', '1.1.1.76', '1.1.1.1']"
CCC(=O)c1ccccc1,CCC(O)c1ccccc1,697,train,"['1.1.1.72', '1.1.1.71', '1.1.1.184', '1.1.1.76', '1.1.1.1']"
OCc1cccnc1,O=Cc1cccnc1,2740,train,"['1.1.1.265', '1.1.1.1']"
O=Cc1cccnc1,OCc1cccnc1,2682,train,"['1.1.1.265', '1.1.1.1']"
OCc1ccncc1,O=Cc1ccncc1,2740,train,"['1.1.1.1', '1.1.1.2']"
O=Cc1ccncc1,OCc1ccncc1,2682,train,"['1.1.1.1', '1.1.1.2']"
O[C@H]1CCN(Cc2ccccc2)C1,O=C1CCN(Cc2ccccc2)C1,726,train,['1.1.1.1']
CCC(O)Cc1ccccc1,CCC(=O)Cc1ccccc1,850,train,['1.1.1.1']
CCC(=O)Cc1ccccc1,CCC(O)Cc1ccccc1,648,val,['1.1.1.1']
CCOC(=O)C[C@H](O)C[C@H](O)COCc1ccccc1,CCOC(=O)CC(=O)CC(=O)COCc1ccccc1,424,val,['1.1.1.1']
CCOC(=O)C[C@H](O)CC(=O)COCc1ccccc1,CCOC(=O)CC(=O)CC(=O)COCc1ccccc1,773,train,['1.1.1.1']
CCOC(=O)C[C@H](O)C[C@H](O)COCc1ccccc1,CCOC(=O)C[C@H](O)CC(=O)COCc1ccccc1,773,train,['1.1.1.1']
CCOC(=O)CC(=O)C[C@H](O)COCc1ccccc1,CCOC(=O)CC(=O)CC(=O)COCc1ccccc1,773,train,['1.1.1.1']
CCOC(=O)C[C@H](O)C[C@H](O)COCc1ccccc1,CCOC(=O)CC(=O)C[C@H](O)COCc1ccccc1,773,train,['1.1.1.1']
CCC/C=C\C=O,CCC/C=C\CO,845,val,['1.1.1.1']
CCC/C=C\CO,CCC/C=C\C=O,828,train,['1.1.1.1']
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,729,val,['1.1.1.1']
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)[C@H](O)CC[C@H]12,C[C@]12CCC(=O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)[C@H](O)CC[C@H]12,726,train,['1.1.1.1']
C[C@]12CCC(=O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)[C@H](O)CC[C@H]12,C[C@]12CCC(=O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@H]12,773,train,"['1.3.1.20', '1.1.1.1']"
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)[C@H](O)CC[C@H]12,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@H]12,773,train,['1.1.1.1']
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@H]12,C[C@]12CCC(=O)C[C@@H]1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@H]12,726,train,['1.1.1.1']
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,726,train,"['1.1.1.145', '1.1.1.1', '1.1.1.391']"
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,773,train,['1.1.1.1']
CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CC3OC3=O)CCC12,CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)O)CCC12,425,train,['1.1.1.1']
CC1=C(/C=C/C(C)=C/C=C\C(C)=C\CO)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C\C(C)=C\C=O)C(C)(C)CCC1,828,train,"['1.1.1.315', '1.1.1.105', '1.1.1.300', '1.1.1.1']"
CC1=C(/C=C/C(C)=C/C=C\C(C)=C\C=O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C\C(C)=C\CO)C(C)(C)CCC1,845,train,"['1.1.1.315', '1.1.1.105', '1.1.1.300', '1.1.1.1']"
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,828,train,"['1.1.1.2', '1.1.1.300', '1.1.1.105', '1.1.1.1', '1.1.1.315']"
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1,845,train,"['1.1.1.2', '1.1.1.300', '1.1.1.105', '1.1.1.1', '1.1.1.315']"
CCCCCCCC(=O)O,CCCCCCCC(=O)Oc1ccc([N+](=O)[O-])cc1.O,1092,train,"['3.1.1.2', '3.1.1.79', '3.1.1.1', '3.1.1.88', '3.1.1.3', '3.1.1.60', '1.1.1.1', '3.1.1.4', '3.1.1.75', '3.1.1.76', '3.1.1.72', '3.1.1.13', '3.1.1.73', '3.1.1.74', '3.4.19.1', '3.1.1.5', '3.1.1.108', '3.1.1.41', '3.1.1.23']"
